table_schema,table_name,ordinal_position,column_name,full_data_type,is_nullable
jdawmsrep,pckwrk_hdr,79,list_conf_flg,int,YES
jdawmsrep,pckwrk_hdr,80,pck_uom,string,YES
jdawmsrep,pckwrk_hdr,81,assign_grp,string,YES
jdawmsrep,pckwrk_hdr,82,lock_flg,int,YES
jdawmsrep,pckwrk_hdr,83,abs_ordinv_dte,timestamp,YES
jdawmsrep,pckwrk_hdr,84,thresh_pck_flg,int,YES
jdawmsrep,pckwrk_hdr,85,pck_to_id,string,YES
jdawmsrep,pckwrk_hdr,86,last_pck_usr_id,string,YES
jdawmsrep,pckwrk_hdr,87,sp_hand_flg,int,YES
jdawmsrep,pckwrk_hdr,88,rule_nam,string,YES
jdawmsrep,pckwrk_hdr,89,mandte,timestamp,YES
jdawmsrep,pckwrk_hdr,90,expire_dte,timestamp,YES
jdawmsrep,pckwrk_hdr,91,mandte_flg,int,YES
jdawmsrep,pckwrk_hdr,92,expire_dte_flg,int,YES
jdawmsrep,pckwrk_hdr,93,palctl_split_flg,int,YES
jdawmsrep,pckwrk_hdr,94,attr_str1_flg,int,YES
jdawmsrep,pckwrk_hdr,95,attr_str2_flg,int,YES
jdawmsrep,pckwrk_hdr,96,attr_str3_flg,int,YES
jdawmsrep,pckwrk_hdr,97,attr_str4_flg,int,YES
jdawmsrep,pckwrk_hdr,98,attr_str5_flg,int,YES
jdawmsrep,pckwrk_hdr,99,attr_str6_flg,int,YES
jdawmsrep,pckwrk_hdr,100,attr_str7_flg,int,YES
jdawmsrep,pckwrk_hdr,101,attr_str8_flg,int,YES
jdawmsrep,pckwrk_hdr,102,attr_str9_flg,int,YES
jdawmsrep,pckwrk_hdr,103,attr_str10_flg,int,YES
jdawmsrep,pckwrk_hdr,104,attr_str11_flg,int,YES
jdawmsrep,pckwrk_hdr,105,attr_str12_flg,int,YES
jdawmsrep,pckwrk_hdr,106,attr_str13_flg,int,YES
jdawmsrep,pckwrk_hdr,107,attr_str14_flg,int,YES
jdawmsrep,pckwrk_hdr,108,attr_str15_flg,int,YES
jdawmsrep,pckwrk_hdr,109,attr_str16_flg,int,YES
jdawmsrep,pckwrk_hdr,110,attr_str17_flg,int,YES
jdawmsrep,pckwrk_hdr,111,attr_str18_flg,int,YES
jdawmsrep,pckwrk_hdr,112,attr_int1_flg,int,YES
jdawmsrep,pckwrk_hdr,113,attr_int2_flg,int,YES
jdawmsrep,pckwrk_hdr,114,attr_int3_flg,int,YES
jdawmsrep,pckwrk_hdr,115,attr_int4_flg,int,YES
jdawmsrep,pckwrk_hdr,116,attr_int5_flg,int,YES
jdawmsrep,pckwrk_hdr,117,attr_flt1_flg,int,YES
jdawmsrep,pckwrk_hdr,118,attr_flt2_flg,int,YES
jdawmsrep,pckwrk_hdr,119,attr_flt3_flg,int,YES
jdawmsrep,pckwrk_hdr,120,attr_dte1_flg,int,YES
jdawmsrep,pckwrk_hdr,121,attr_dte2_flg,int,YES
jdawmsrep,pckwrk_hdr,122,inv_attr_str1,string,YES
jdawmsrep,pckwrk_hdr,123,inv_attr_str2,string,YES
jdawmsrep,pckwrk_hdr,124,inv_attr_str3,string,YES
jdawmsrep,pckwrk_hdr,125,inv_attr_str4,string,YES
jdawmsrep,pckwrk_hdr,126,inv_attr_str5,string,YES
jdawmsrep,pckwrk_hdr,127,inv_attr_str6,string,YES
jdawmsrep,pckwrk_hdr,128,inv_attr_str7,string,YES
jdawmsrep,pckwrk_hdr,129,inv_attr_str8,string,YES
jdawmsrep,pckwrk_hdr,130,inv_attr_str9,string,YES
jdawmsrep,pckwrk_hdr,131,inv_attr_str10,string,YES
jdawmsrep,pckwrk_hdr,132,inv_attr_str11,string,YES
jdawmsrep,pckwrk_hdr,133,inv_attr_str12,string,YES
jdawmsrep,pckwrk_hdr,134,inv_attr_str13,string,YES
jdawmsrep,pckwrk_hdr,135,inv_attr_str14,string,YES
jdawmsrep,pckwrk_hdr,136,inv_attr_str15,string,YES
jdawmsrep,pckwrk_hdr,137,inv_attr_str16,string,YES
jdawmsrep,pckwrk_hdr,138,inv_attr_str17,string,YES
jdawmsrep,pckwrk_hdr,139,inv_attr_str18,string,YES
jdawmsrep,pckwrk_hdr,140,inv_attr_int1,int,YES
jdawmsrep,pckwrk_hdr,141,inv_attr_int2,int,YES
jdawmsrep,pckwrk_hdr,142,inv_attr_int3,int,YES
jdawmsrep,pckwrk_hdr,143,inv_attr_int4,int,YES
jdawmsrep,pckwrk_hdr,144,inv_attr_int5,int,YES
jdawmsrep,pckwrk_hdr,145,inv_attr_flt1,"decimal(19,4)",YES
jdawmsrep,pckwrk_hdr,146,inv_attr_flt2,"decimal(19,4)",YES
jdawmsrep,pckwrk_hdr,147,inv_attr_flt3,"decimal(19,4)",YES
jdawmsrep,pckwrk_hdr,148,inv_attr_dte1,timestamp,YES
jdawmsrep,pckwrk_hdr,149,inv_attr_dte2,timestamp,YES
jdawmsrep,pckwrk_hdr,150,wcs_pck_grp,string,YES
jdawmsrep,pckwrk_hdr,151,wcs_reported_dt,timestamp,YES
jdawmsrep,pckwrk_hdr,152,wcs_can_pcksts,string,YES
jdawmsrep,pckwrk_hdr,153,wcs_can_req_dt,timestamp,YES
jdawmsrep,pckwrk_hdr,154,cstms_typ,string,YES
jdawmsrep,pckwrk_hdr,155,cstms_typ_flg,int,YES
jdawmsrep,pckwrk_hdr,156,pip_counter,int,YES
jdawmsrep,pckwrk_hdr,157,ins_dt,timestamp,YES
jdawmsrep,pckwrk_hdr,158,last_upd_dt,timestamp,YES
jdawmsrep,pckwrk_hdr,159,ins_user_id,string,YES
jdawmsrep,pckwrk_hdr,160,last_upd_user_id,string,YES
jdawmsrep,pckwrk_hdr,161,rowid,int,YES
jdawmsrep,pckwrk_hdr,162,uc_inch_volume,string,YES
jdawmsrep,pckwrk_hdr,163,uc_aisle_volume,string,YES
jdawmsrep,pckwrk_hdr,164,uc_layers,"decimal(19,4)",YES
jdawmsrep,pckwrk_hdr,165,uc_picks,"decimal(19,4)",YES
jdawmsrep,pckwrk_hdr,166,loaddate,timestamp,YES
jdawmsrep,prtdsc,0,colnam,string,YES
jdawmsrep,prtdsc,1,colval,string,YES
jdawmsrep,prtdsc,2,locale_id,string,YES
jdawmsrep,prtdsc,3,lngdsc,string,YES
jdawmsrep,prtdsc,4,short_dsc,string,YES
jdawmsrep,prtdsc,5,loaddate,timestamp,YES
jdawmsrep,prtftp,0,prtnum,string,YES
jdawmsrep,prtftp,1,ftpcod,string,YES
jdawmsrep,prtftp,2,prt_client_id,string,YES
jdawmsrep,prtftp,3,wh_id,string,YES
jdawmsrep,prtftp,4,caslvl,int,YES
jdawmsrep,prtftp,5,nstlen,"decimal(19,4)",YES
jdawmsrep,prtftp,6,nstwid,"decimal(19,4)",YES
jdawmsrep,prtftp,7,nsthgt,"decimal(19,4)",YES
jdawmsrep,prtftp,8,pal_stck_hgt,int,YES
jdawmsrep,prtftp,9,def_asset_typ,string,YES
jdawmsrep,prtftp,10,defftp_flg,int,YES
jdawmsrep,prtftp,11,stkmtd,string,YES
jdawmsrep,prtftp,12,load_attr1_cfg,string,YES
jdawmsrep,prtftp,13,load_attr2_cfg,string,YES
jdawmsrep,prtftp,14,load_attr3_cfg,string,YES
jdawmsrep,prtftp,15,load_attr4_cfg,string,YES
jdawmsrep,prtftp,16,load_attr5_cfg,string,YES
jdawmsrep,prtftp,17,rcvftp_flg,int,YES
jdawmsrep,prtftp,18,level_units,int,YES
jdawmsrep,prtftp,19,ins_dt,timestamp,YES
jdawmsrep,prtftp,20,last_upd_dt,timestamp,YES
jdawmsrep,prtftp,21,ins_user_id,string,YES
jdawmsrep,prtftp,22,last_upd_user_id,string,YES
jdawmsrep,prtftp,23,loaddate,timestamp,YES
jdawmsrep,prtftp_dtl,0,prtnum,string,YES
jdawmsrep,prtftp_dtl,1,ftpcod,string,YES
jdawmsrep,prtftp_dtl,2,prt_client_id,string,YES
jdawmsrep,prtftp_dtl,3,wh_id,string,YES
jdawmsrep,prtftp_dtl,4,uomcod,string,YES
jdawmsrep,prtftp_dtl,5,uomlvl,int,YES
jdawmsrep,prtftp_dtl,6,len,"decimal(19,4)",YES
jdawmsrep,prtftp_dtl,7,wid,"decimal(19,4)",YES
jdawmsrep,prtftp_dtl,8,hgt,"decimal(19,4)",YES
jdawmsrep,prtftp_dtl,9,grswgt,"decimal(23,8)",YES
jdawmsrep,prtftp_dtl,10,netwgt,"decimal(23,8)",YES
jdawmsrep,prtftp_dtl,11,pal_flg,int,YES
jdawmsrep,prtftp_dtl,12,layer_flg,int,YES
jdawmsrep,prtftp_dtl,13,cas_flg,int,YES
jdawmsrep,prtftp_dtl,14,pak_flg,int,YES
jdawmsrep,prtftp_dtl,15,stk_flg,int,YES
jdawmsrep,prtftp_dtl,16,rcv_flg,int,YES
jdawmsrep,prtftp_dtl,17,untqty,int,YES
jdawmsrep,prtftp_dtl,18,ctn_flg,int,YES
jdawmsrep,prtftp_dtl,19,thresh_pct,"decimal(19,4)",YES
jdawmsrep,prtftp_dtl,20,ctn_dstr_flg,int,YES
jdawmsrep,prtftp_dtl,21,bulk_pck_flg,int,YES
jdawmsrep,prtftp_dtl,22,ins_dt,timestamp,YES
jdawmsrep,prtftp_dtl,23,last_upd_dt,timestamp,YES
jdawmsrep,prtftp_dtl,24,ins_user_id,string,YES
jdawmsrep,prtftp_dtl,25,last_upd_user_id,string,YES
jdawmsrep,prtftp_dtl,26,loaddate,timestamp,YES
jdawmsrep,prtmst,0,prtnum,string,YES
jdawmsrep,prtmst,1,prt_client_id,string,YES
jdawmsrep,prtmst,2,wh_id_tmpl,string,YES
jdawmsrep,prtmst,3,prtfam,string,YES
jdawmsrep,prtmst,4,dsp_prtnum,string,YES
jdawmsrep,prtmst,5,age_pflnam,string,YES
jdawmsrep,prtmst,6,lodlvl,string,YES
jdawmsrep,prtmst,7,orgflg,int,YES
jdawmsrep,prtmst,8,revflg,int,YES
jdawmsrep,prtmst,9,lotflg,int,YES
jdawmsrep,prtmst,10,sup_lot_flg,int,YES
jdawmsrep,prtmst,11,stkuom,string,YES
jdawmsrep,prtmst,12,abccod,string,YES
jdawmsrep,prtmst,13,fifwin,int,YES
jdawmsrep,prtmst,14,velzon,string,YES
jdawmsrep,prtmst,15,rcvsts,string,YES
jdawmsrep,prtmst,16,rcvflg,int,YES
jdawmsrep,prtmst,17,prdflg,int,YES
jdawmsrep,prtmst,18,wgtcod,string,YES
jdawmsrep,prtmst,19,prtfit,string,YES
jdawmsrep,prtmst,20,moddte,timestamp,YES
jdawmsrep,prtmst,21,mod_usr_id,string,YES
jdawmsrep,prtmst,22,dspuom,string,YES
jdawmsrep,prtmst,23,rptuom,string,YES
jdawmsrep,prtmst,24,dte_win_typ,string,YES
jdawmsrep,prtmst,25,dte_code,string,YES
jdawmsrep,prtmst,26,ordinv,string,YES
jdawmsrep,prtmst,27,loaddate,timestamp,YES
jdawmsrep,rplcfg,0,rplnum,string,YES
jdawmsrep,rplcfg,1,wh_id,string,YES
jdawmsrep,rplcfg,2,prtnum,string,YES
jdawmsrep,rplcfg,3,prt_client_id,string,YES
jdawmsrep,rplcfg,4,stoloc,string,YES
jdawmsrep,rplcfg,5,mov_zone_id,int,YES
jdawmsrep,rplcfg,6,invsts,string,YES
jdawmsrep,rplcfg,7,pctflg,int,YES
jdawmsrep,rplcfg,8,maxunt,int,YES
jdawmsrep,rplcfg,9,minunt,int,YES
jdawmsrep,rplcfg,10,maxloc,int,YES
jdawmsrep,rplcfg,11,cmpflg,int,YES
jdawmsrep,rplcfg,12,rpldte,timestamp,YES
jdawmsrep,rplcfg,13,inc_pct_flg,int,YES
jdawmsrep,rplcfg,14,inc_unt,int,YES
jdawmsrep,rplcfg,15,rls_pct,int,YES
jdawmsrep,rplcfg,16,mod_usr_id,string,YES
jdawmsrep,rplcfg,17,loaddate,timestamp,YES
jdawmsrep,shipment,0,ship_id,string,YES
jdawmsrep,shipment,1,wh_id,string,YES
jdawmsrep,shipment,2,host_client_id,string,YES
jdawmsrep,shipment,3,host_ext_id,string,YES
jdawmsrep,shipment,4,shpsts,string,YES
jdawmsrep,shipment,5,stop_id,string,YES
jdawmsrep,shipment,6,rt_adr_id,string,YES
jdawmsrep,shipment,7,cargrp,string,YES
jdawmsrep,shipment,8,carcod,string,YES
jdawmsrep,shipment,9,srvlvl,string,YES
jdawmsrep,shipment,10,sddflg,int,YES
jdawmsrep,shipment,11,doc_num,string,YES
jdawmsrep,shipment,12,track_num,string,YES
jdawmsrep,shipment,13,mst_waybill,string,YES
jdawmsrep,shipment,14,frtchg,string,YES
jdawmsrep,shipment,15,frtcod,string,YES
jdawmsrep,shipment,16,frtrte,"decimal(19,4)",YES
jdawmsrep,shipment,17,adddte,timestamp,YES
jdawmsrep,shipment,18,alcdte,timestamp,YES
jdawmsrep,shipment,19,stgdte,timestamp,YES
jdawmsrep,shipment,20,loddte,timestamp,YES
jdawmsrep,shipment,21,entdte,timestamp,YES
jdawmsrep,shipment,22,early_shpdte,timestamp,YES
jdawmsrep,shipment,23,late_shpdte,timestamp,YES
jdawmsrep,shipment,24,early_dlvdte,timestamp,YES
jdawmsrep,shipment,25,late_dlvdte,timestamp,YES
jdawmsrep,shipment,26,dstloc,string,YES
jdawmsrep,shipment,27,rrlflg,int,YES
jdawmsrep,shipment,28,wave_set,string,YES
jdawmsrep,shipment,29,tms_group_id,string,YES
jdawmsrep,shipment,30,tms_move_id,string,YES
jdawmsrep,shipment,31,tms_move_plan_id,string,YES
jdawmsrep,shipment,32,lst_prtdte,timestamp,YES
jdawmsrep,shipment,33,super_ship_id,string,YES
jdawmsrep,shipment,34,super_ship_flg,int,YES
jdawmsrep,shipment,35,in_transit_flg,int,YES
jdawmsrep,shipment,36,pln_shpsts,string,YES
jdawmsrep,shipment,37,ses_grp_nam,string,YES
jdawmsrep,shipment,38,optm_base_cost,"decimal(19,4)",YES
jdawmsrep,shipment,39,rate_serv_nam,string,YES
jdawmsrep,shipment,40,arcdte,timestamp,YES
jdawmsrep,shipment,41,arc_src,string,YES
jdawmsrep,shipment,42,lbl_prtdte,timestamp,YES
jdawmsrep,shipment,43,ses_tag,string,YES
jdawmsrep,shipment,44,price_sts,string,YES
jdawmsrep,shipment,45,src_sys,string,YES
jdawmsrep,shipment,46,par_ship_id,string,YES
jdawmsrep,shipment,47,hub_adr_id,string,YES
jdawmsrep,shipment,48,hub_arrdte,timestamp,YES
jdawmsrep,shipment,49,zs_line_haul_id,string,YES
jdawmsrep,shipment,50,hub_rate_serv_nam,string,YES
jdawmsrep,shipment,51,tot_pkg_qty,int,YES
jdawmsrep,shipment,52,crncy_code,string,YES
jdawmsrep,shipment,53,aesitn,string,YES
jdawmsrep,shipment,54,aes_typ,string,YES
jdawmsrep,shipment,55,aes_acpt_dte,timestamp,YES
jdawmsrep,shipment,56,ftsrnum,string,YES
jdawmsrep,shipment,57,export_typ,string,YES
jdawmsrep,shipment,58,docind,string,YES
jdawmsrep,shipment,59,descgoods,string,YES
jdawmsrep,shipment,60,exprsntxt,string,YES
jdawmsrep,shipment,61,pack_code,int,YES
jdawmsrep,shipment,62,pln_cmpl_flg,int,YES
jdawmsrep,shipment,63,dispatch_code,string,YES
jdawmsrep,shipment,64,moddte,timestamp,YES
jdawmsrep,shipment,65,mod_usr_id,string,YES
jdawmsrep,shipment,66,book_num,string,YES
jdawmsrep,shipment,67,dst_mov_zone_id,int,YES
jdawmsrep,shipment,68,bola_num,string,YES
jdawmsrep,shipment,69,dlv_dte,timestamp,YES
jdawmsrep,shipment,70,pod_conf_flg,int,YES
jdawmsrep,shipment,71,dlvseq_load_order,string,YES
jdawmsrep,shipment,72,wa_rule_reference,string,YES
jdawmsrep,shipment,73,_rescued_data,string,YES
jdawmsrep,shipment,74,loaddate,timestamp,YES
jdawmsrep,shipment_line,0,ship_line_id,string,YES
jdawmsrep,shipment_line,1,ship_id,string,YES
jdawmsrep,shipment_line,2,wh_id,string,YES
jdawmsrep,shipment_line,3,client_id,string,YES
jdawmsrep,shipment_line,4,ordnum,string,YES
jdawmsrep,shipment_line,5,ordlin,string,YES
jdawmsrep,shipment_line,6,ordsln,string,YES
jdawmsrep,shipment_line,7,cons_batch,string,YES
jdawmsrep,shipment_line,8,shpwth,string,YES
jdawmsrep,shipment_line,9,linsts,string,YES
jdawmsrep,shipment_line,10,prcpri,string,YES
jdawmsrep,shipment_line,11,pckgr1,string,YES
jdawmsrep,shipment_line,12,pckgr2,string,YES
jdawmsrep,shipment_line,13,pckgr3,string,YES
jdawmsrep,shipment_line,14,pckgr4,string,YES
jdawmsrep,shipment_line,15,schbat,string,YES
jdawmsrep,shipment_line,16,pckqty,int,YES
jdawmsrep,shipment_line,17,inpqty,int,YES
jdawmsrep,shipment_line,18,stgqty,int,YES
jdawmsrep,shipment_line,19,shpqty,int,YES
jdawmsrep,shipment_line,20,oviqty,int,YES
jdawmsrep,shipment_line,21,ovramt,int,YES
jdawmsrep,shipment_line,22,ovrcod,string,YES
jdawmsrep,shipment_line,23,edtflg,int,YES
jdawmsrep,shipment_line,24,tot_pln_cas_qty,"decimal(19,4)",YES
jdawmsrep,shipment_line,25,tot_pln_misc2_qty,"decimal(19,4)",YES
jdawmsrep,shipment_line,26,tot_pln_wgt,"decimal(19,4)",YES
jdawmsrep,shipment_line,27,tot_pln_cube,"decimal(19,4)",YES
jdawmsrep,shipment_line,28,tot_pln_misc_qty,"decimal(19,4)",YES
jdawmsrep,shipment_line,29,tot_pln_pal_qty,"decimal(19,4)",YES
jdawmsrep,shipment_line,30,tot_pln_qty,"decimal(19,4)",YES
jdawmsrep,shipment_line,31,unt_ins_val,"decimal(19,4)",YES
jdawmsrep,shipment_line,32,rel_val,"decimal(19,4)",YES
jdawmsrep,shipment_line,33,rel_val_unt_typ,string,YES
jdawmsrep,shipment_line,34,wkonum,string,YES
jdawmsrep,shipment_line,35,wkorev,string,YES
jdawmsrep,shipment_line,36,moddte,timestamp,YES
jdawmsrep,shipment_line,37,mod_usr_id,string,YES
jdawmsrep,shipment_line,38,dstr_qty,int,YES
jdawmsrep,shipment_line,39,prtnum,string,YES
jdawmsrep,shipment_line,40,prt_client_id,string,YES
jdawmsrep,shipment_line,41,est_time,int,YES
jdawmsrep,shipment_line,42,picked_qty,int,YES
jdawmsrep,shipment_line,43,instgqty,int,YES
jdawmsrep,shipment_line,44,inloadqty,int,YES
jdawmsrep,shipment_line,45,ftpcod,string,YES
jdawmsrep,shipment_line,46,untpal,int,YES
jdawmsrep,shipment_line,47,_rescued_data,string,YES
jdawmsrep,shipment_line,48,loaddate,timestamp,YES
mysql,ust_admin_users,0,user_id,bigint,YES
mysql,ust_admin_users,1,firstname,string,YES
mysql,ust_admin_users,2,lastname,string,YES
mysql,ust_admin_users,3,email,string,YES
mysql,ust_admin_users,4,username,string,YES
mysql,ust_admin_users,5,created,timestamp,YES
mysql,ust_admin_users,6,modified,timestamp,YES
mysql,ust_admin_users,7,logdate,timestamp,YES
mysql,ust_admin_users,8,lognum,bigint,YES
mysql,ust_admin_users,9,is_active,bigint,YES
mysql,ust_admin_users,10,interface_locale,string,YES
mysql,ust_admin_users,11,is_salesperson,bigint,YES
mysql,ust_admin_users,12,salesperson_code,string,YES
mysql,ust_admin_users,13,convert_quotes,bigint,YES
mysql,ust_admin_users,14,receive_quote_emails,bigint,YES
mysql,ust_admin_users,15,role_name,string,YES
mysql,ust_category,0,category_id,bigint,YES
mysql,ust_category,1,parent_id,bigint,YES
mysql,ust_category,2,name,string,YES
mysql,ust_category,3,is_active,string,YES
mysql,ust_category,4,position,bigint,YES
mysql,ust_category,5,level,bigint,YES
mysql,ust_category,6,product_count,bigint,YES
mysql,ust_category,7,meta_title,string,YES
mysql,ust_category,8,meta_keywords,string,YES
mysql,ust_category,9,meta_description,string,YES
mysql,ust_category,10,create_at,timestamp,YES
mysql,ust_category,11,updated_at,timestamp,YES
mysql,ust_system_event_log,0,entity_id,bigint,YES
mysql,ust_system_event_log,1,sales_code,string,YES
mysql,ust_system_event_log,2,username,string,YES
mysql,ust_system_event_log,3,ust_customer_no,string,YES
mysql,ust_system_event_log,4,location,string,YES
mysql,ust_system_event_log,5,timezone,string,YES
mysql,ust_system_event_log,6,event_time,string,YES
mysql,ust_system_event_log,7,source,string,YES
mysql,ust_system_event_log,8,version,string,YES
mysql,ust_system_event_log,9,description_code,string,YES
mysql,ust_system_event_log,10,response,string,YES
mysql,ust_system_event_log,11,event_id,string,YES
mysql,ust_system_event_log,12,device_name,string,YES
mysql,ust_system_event_log,13,created_at,timestamp,YES
mysql,ust_system_event_log,14,updated_at,timestamp,YES
mysql,ust_tracking_report,0,entity_id,bigint,YES
mysql,ust_tracking_report,1,customer_id,string,YES
mysql,ust_tracking_report,2,customer_name,string,YES
mysql,ust_tracking_report,3,model,string,YES
mysql,ust_tracking_report,4,version,string,YES
mysql,ust_tracking_report,5,start_time,string,YES
mysql,ust_tracking_report,6,end_time,string,YES
mysql,ust_tracking_report,7,session_id,string,YES
mysql,ust_tracking_report,8,total_event,bigint,YES
mysql,ust_tracking_report,9,create_at,timestamp,YES
mysql,ust_tracking_report,10,updated_at,timestamp,YES
mysql,ust_tracking_report_event,0,entity_id,bigint,YES
mysql,ust_tracking_report_event,1,parent_id,bigint,YES
mysql,ust_tracking_report_event,2,customer_id,string,YES
mysql,ust_tracking_report_event,3,customer_name,string,YES
mysql,ust_tracking_report_event,4,type,bigint,YES
mysql,ust_tracking_report_event,5,title,string,YES
mysql,ust_tracking_report_event,6,start_time,string,YES
mysql,ust_tracking_report_event,7,end_time,string,YES
mysql,ust_tracking_report_event,8,item_no,string,YES
mysql,ust_tracking_report_event,9,sku,string,YES
mysql,ust_tracking_report_event,10,qty,bigint,YES
mysql,ust_tracking_report_event,11,quote_id,string,YES
mysql,ust_tracking_report_event,12,notes,string,YES
mysql,ust_tracking_report_event,13,address,string,YES
mysql,ust_tracking_report_event,14,source,string,YES
mysql,ust_tracking_report_event,15,second,string,YES
mysql,ust_tracking_report_event,16,method,bigint,YES
mysql,ust_tracking_report_event,17,page,string,YES
mysql,ust_tracking_report_event,18,categories_name,string,YES
mysql,ust_tracking_report_event,19,icon,string,YES
mysql,ust_tracking_report_event,20,event_type,string,YES
mysql,ust_tracking_report_event,21,timezone,string,YES
mysql,ust_tracking_report_event,22,version,string,YES
mysql,ust_tracking_report_event,23,create_at,timestamp,YES
mysql,ust_tracking_report_event,24,updated_at,timestamp,YES
mysql,ust_tracking_report_event,25,keyword,string,YES
mysql,ust_user_activity_report,0,entity_id,bigint,YES
mysql,ust_user_activity_report,1,user,string,YES
mysql,ust_user_activity_report,2,user_name,string,YES
mysql,ust_user_activity_report,3,voluntarily_exit,bigint,YES
mysql,ust_user_activity_report,4,model,string,YES
mysql,ust_user_activity_report,5,location,string,YES
mysql,ust_user_activity_report,6,sales_name,string,YES
mysql,ust_user_activity_report,7,begin_time,string,YES
mysql,ust_user_activity_report,8,end_time,string,YES
mysql,ust_user_activity_report,9,version,string,YES
mysql,ust_user_activity_report,10,session_id,string,YES
mysql,ust_user_activity_report,11,event_count,bigint,YES
mysql,ust_user_activity_report,12,created_at,timestamp,YES
mysql,ust_user_activity_report,13,updated_at,timestamp,YES
mysql,ust_user_activity_report_event,0,entity_id,bigint,YES
mysql,ust_user_activity_report_event,1,report_entity_id,bigint,YES
mysql,ust_user_activity_report_event,2,user,string,YES
mysql,ust_user_activity_report_event,3,act_type,bigint,YES
mysql,ust_user_activity_report_event,4,begin_time,string,YES
mysql,ust_user_activity_report_event,5,end_time,string,YES
mysql,ust_user_activity_report_event,6,customer,string,YES
mysql,ust_user_activity_report_event,7,keyword,string,YES
mysql,ust_user_activity_report_event,8,location,string,YES
mysql,ust_user_activity_report_event,9,layout,string,YES
mysql,ust_user_activity_report_event,10,category,string,YES
mysql,ust_user_activity_report_event,11,visits_num,string,YES
mysql,ust_user_activity_report_event,12,sku,string,YES
mysql,ust_user_activity_report_event,13,title,string,YES
mysql,ust_user_activity_report_event,14,is_wifi,bigint,YES
mysql,ust_user_activity_report_event,15,is_done,bigint,YES
mysql,ust_user_activity_report_event,16,device_space,string,YES
mysql,ust_user_activity_report_event,17,response,string,YES
mysql,ust_user_activity_report_event,18,battery,bigint,YES
mysql,ust_user_activity_report_event,19,timezone,string,YES
mysql,ust_user_activity_report_event,20,is_login,string,YES
mysql,ust_user_activity_report_event,21,method,bigint,YES
mysql,ust_user_activity_report_event,22,qty,bigint,YES
mysql,ust_user_activity_report_event,23,updated_at,timestamp,YES
